ticker,report_date,report_time,reported_eps,estimated_eps,surprise_pct,sign_flip,pre_close,post_close,actual_move,implied_move,move_vs_implied,net_premium,iv_rank,fwd_5d,fwd_10d,fwd_21d,bucket
BKNG,2024-10-30,postmarket,83.89,77.942,7.63,False,4463.93,4676.25,0.0476,0.0452,1.05,-113886.0,24.80942259041025,0.0523,0.063,0.1172,up
CAT,2024-10-30,premarket,5.17,5.33,-3.0,False,387.51,379.24,-0.0213,0.0413,0.52,-224068.0,34.442718904162156,0.0993,0.0206,0.0709,orderly
COIN,2024-10-30,postmarket,0.62,0.394,57.36,False,211.74,179.25,-0.1534,0.0742,2.07,-22197510.0,55.8929530483411,0.4258,0.5556,0.687,overreaction
CVNA,2024-10-30,postmarket,0.64,0.225,184.44,False,41.46,49.46,0.193,0.1115,1.73,-5263752.0,3.3830550254114318,-0.0237,-0.0277,0.0309,up
DASH,2024-10-30,postmarket,0.38,0.207,83.57,False,155.25,156.7,0.0093,0.072,0.13,-390239.0,19.20725619929812,0.0886,0.1091,0.1255,up
HOOD,2024-10-30,postmarket,0.17,0.178,-4.49,False,28.21,23.49,-0.1673,0.0961,1.74,-9158307.0,48.25880965048982,0.2499,0.3716,0.6015,overreaction
KLAC,2024-10-30,postmarket,7.33,7.028,4.3,False,691.8,666.23,-0.037,0.0781,0.47,418807.0,58.253961305189435,0.0299,-0.0319,-0.0003,orderly
LLY,2024-10-30,premarket,1.18,1.521,-22.42,False,903.58,846.83,-0.0628,0.0518,1.21,-22144839.0,37.17048795474029,-0.0832,-0.0414,-0.0608,capitulation
META,2024-10-30,postmarket,6.03,5.194,16.1,False,591.8,567.58,-0.0409,0.0745,0.55,-46818595.0,35.51247512321733,0.0425,0.0169,0.0445,orderly
MSFT,2024-10-30,postmarket,3.3,3.083,7.04,False,432.53,406.35,-0.0605,0.0396,1.53,-18134957.0,54.655275886655254,0.047,0.0505,0.0606,overreaction
SBUX,2024-10-30,postmarket,0.8,0.8,0.0,False,97.32,97.7,0.0039,0.0465,0.08,29141.0,42.551194948311455,-0.0162,0.0157,0.039,up
AAPL,2024-10-31,postmarket,1.64,1.49,10.07,False,225.91,222.91,-0.0133,0.0327,0.41,4363248.0,43.72919732300059,0.0182,0.0094,0.0886,orderly
AMZN,2024-10-31,postmarket,1.43,1.144,25.0,False,186.4,197.93,0.0619,0.058,1.07,19226624.0,25.171444972915687,0.0518,0.0236,0.0784,up
BMY,2024-10-31,premarket,1.8,1.487,21.05,False,52.66,55.77,0.0591,0.0362,1.63,3036220.0,59.23558730730414,-0.019,0.049,0.0748,up
CMCSA,2024-10-31,premarket,1.12,1.06,5.66,False,42.24,43.67,0.0339,0.0453,0.75,-1144549.0,44.235114131776214,0.0119,-0.0044,-0.0087,up
COP,2024-10-31,premarket,1.78,1.677,6.14,False,102.98,109.54,0.0637,0.0243,2.62,133245.0,49.52094818431506,0.0261,0.0309,-0.031,up
INTC,2024-10-31,postmarket,-0.63,-0.027,-2233.33,False,21.52,23.2,0.0781,0.0944,0.83,-837355.0,48.722916417434575,0.1293,0.0496,-0.0315,up
MA,2024-10-31,premarket,3.89,3.731,4.26,False,513.69,499.59,-0.0274,0.0246,1.12,-1893432.0,56.57968690183641,0.0366,0.0417,0.0636,overreaction
MO,2024-10-31,premarket,1.38,1.36,1.47,False,50.5,54.46,0.0784,0.0262,3.0,715828.0,69.79463963329636,-0.0169,0.0171,0.0499,up
MRK,2024-10-31,premarket,1.57,1.504,4.39,False,104.83,102.32,-0.0239,0.0415,0.58,1756541.0,67.20656035984594,-0.0112,-0.0387,-0.0167,orderly
UBER,2024-10-31,premarket,1.2,0.41,192.68,False,79.43,72.05,-0.0929,0.0578,1.61,-3461791.0,25.96137620859397,0.015,-0.0085,0.0142,overreaction
CVX,2024-11-01,premarket,2.51,2.47,1.62,False,148.82,153.07,0.0286,0.0197,1.45,1204768.0,65.7600245483915,0.0252,0.0546,0.0578,up
CEG,2024-11-04,premarket,2.74,2.723,0.62,False,258.1,225.95,-0.1246,0.0793,1.57,3399218.0,59.484240456939546,0.0501,0.0192,0.125,overreaction
PLTR,2024-11-04,postmarket,0.06,0.091,-34.07,False,41.41,51.13,0.2347,0.1141,2.06,36894037.0,30.542661996972743,0.1705,0.2318,0.4056,up
DVN,2024-11-05,postmarket,1.1,1.059,3.87,False,39.34,40.02,0.0173,0.0437,0.4,557698.0,48.27846564395757,-0.0227,-0.043,-0.1257,up
