ticker,report_date,report_time,reported_eps,estimated_eps,surprise_pct,sign_flip,pre_close,post_close,actual_move,implied_move,move_vs_implied,net_premium,iv_rank,fwd_5d,fwd_10d,fwd_21d,bucket
CVNA,2025-05-07,postmarket,1.51,0.75,101.33,False,51.83,57.11,0.1019,0.1122,0.91,9352828.0,20.475848829551776,0.0415,0.0585,0.1903,up
DIS,2025-05-07,premarket,1.45,1.18,22.88,False,92.17,102.09,0.1076,0.0578,1.86,5920145.0,22.509243351441864,0.1063,0.082,0.1157,up
FTNT,2025-05-07,postmarket,0.51,0.53,-3.77,False,106.72,97.74,-0.0841,0.0803,1.05,-908014.0,18.450477396834646,0.0493,0.0602,0.0444,overreaction
OXY,2025-05-07,postmarket,0.87,0.729,19.34,False,39.01,41.44,0.0623,0.0329,1.89,1885227.0,32.21652495244531,0.0466,-0.0087,0.0434,up
UBER,2025-05-07,premarket,0.83,0.506,64.03,False,85.83,83.65,-0.0254,0.0637,0.4,-7345961.0,17.702409620394036,0.0808,0.06,0.0233,orderly
AKAM,2025-05-08,postmarket,1.1,1.579,-30.34,False,85.44,76.25,-0.1076,0.0815,1.32,-585786.0,27.265682438929485,0.0233,-0.0054,0.0265,capitulation
COIN,2025-05-08,postmarket,1.94,1.853,4.7,False,206.5,199.32,-0.0348,0.0547,0.64,-17119512.0,0.12360718533336354,0.3368,0.3203,0.279,orderly
COP,2025-05-08,premarket,2.09,2.061,1.41,False,87.71,88.82,0.0127,0.028,0.45,4742213.0,26.603752924984537,0.0466,-0.0303,-0.0088,up
MCHP,2025-05-08,postmarket,0.04,0.102,-60.78,False,49.14,55.33,0.126,0.0566,2.22,-2636834.0,32.40572158217887,0.1063,0.0155,0.2577,up
MNST,2025-05-08,postmarket,0.47,0.462,1.73,False,60.14,61.0,0.0143,0.0481,0.3,33331.0,8.618577207546613,0.0305,0.0387,0.0334,up
CSCO,2025-05-14,postmarket,0.78,0.914,-14.66,False,61.29,64.26,0.0485,0.041,1.18,-16777.0,25.557270875744972,-0.014,-0.019,0.0195,up
AMAT,2025-05-15,postmarket,2.39,2.305,3.69,False,174.75,165.57,-0.0525,0.0456,1.15,-1327605.0,17.80561681344505,-0.0487,-0.0501,0.0515,overreaction
HD,2025-05-20,premarket,3.56,3.594,-0.95,False,379.38,377.05,-0.0061,0.0338,0.18,-8045857.0,20.057947980964375,-0.0238,-0.0123,-0.0727,orderly
PANW,2025-05-20,postmarket,0.43,0.77,-44.16,False,194.48,181.26,-0.068,0.0631,1.08,-5842060.0,21.909271269049704,0.0252,0.0874,0.1217,capitulation
MDT,2025-05-21,premarket,1.62,1.577,2.73,False,86.37,84.41,-0.0227,0.037,0.61,742910.0,21.724740347607742,-0.0237,0.0307,0.0184,orderly
TGT,2025-05-21,premarket,1.3,1.648,-21.12,False,98.12,93.01,-0.0521,0.0779,0.67,-2428983.0,35.10849407445826,0.02,0.0055,0.0378,miss
ADI,2025-05-22,premarket,1.85,1.686,9.73,False,222.22,211.93,-0.0463,0.0409,1.13,-621716.0,24.598456920133394,0.0097,0.0487,0.1088,overreaction
CPRT,2025-05-22,postmarket,0.42,0.42,0.0,False,60.66,53.67,-0.1152,0.0613,1.88,377930.0,24.516339804255534,-0.0535,-0.0656,-0.103,overreaction
INTU,2025-05-22,postmarket,10.44,10.893,-4.16,False,666.07,720.13,0.0812,0.0462,1.76,-2073436.0,15.12659610435629,0.0623,0.0614,0.0524,up
CRM,2025-05-28,postmarket,1.94,2.541,-23.65,False,276.03,266.92,-0.033,0.0618,0.53,-34920935.0,18.326492947600656,0.0008,-0.0,0.0216,miss
HPQ,2025-05-28,postmarket,0.71,0.8,-11.25,False,27.2,24.95,-0.0827,0.0574,1.44,46702.0,25.7128904616524,-0.01,-0.0084,-0.0196,overreaction
NVDA,2025-05-28,postmarket,0.77,0.848,-9.2,False,134.81,139.19,0.0325,0.0577,0.56,39178618.0,11.922826872099293,0.0057,0.0417,0.1351,up
COST,2025-05-29,postmarket,4.28,4.25,0.71,False,1008.74,1040.18,0.0312,0.0257,1.21,13436909.0,18.704893363006267,-0.0243,-0.048,-0.0521,up
DELL,2025-05-29,postmarket,1.41,1.717,-17.88,False,113.63,111.27,-0.0208,0.0648,0.32,-4142951.0,15.579026845610962,0.0223,-0.0154,0.094,orderly
MRVL,2025-05-29,postmarket,0.47,0.609,-22.82,False,63.73,60.19,-0.0555,0.0859,0.65,-1125538.0,28.63298713356113,0.1356,0.1163,0.2667,miss
CRWD,2025-06-03,postmarket,-0.23,0.662,-134.74,True,122.19,115.14,-0.0577,0.0623,0.93,-16138933.0,12.963445967666729,0.0356,0.0534,0.0975,other
HPE,2025-06-03,postmarket,0.29,0.34,-14.71,False,17.69,17.84,0.0085,0.0673,0.13,1007415.0,18.8901603323049,0.0213,-0.0034,0.1721,up
AVGO,2025-06-05,postmarket,1.33,1.57,-15.29,False,259.93,246.93,-0.05,0.0562,0.89,-19301841.0,9.570345728199849,0.0072,0.0277,0.1254,orderly
CIEN,2025-06-05,premarket,0.16,0.516,-68.99,False,83.89,73.05,-0.1292,0.1041,1.24,-1097516.0,26.737613149965714,0.0148,0.0203,0.0768,capitulation
LULU,2025-06-05,postmarket,2.6,2.588,0.46,False,330.78,265.27,-0.198,0.0753,2.63,-2686348.0,22.403434120241474,-0.0986,-0.1497,-0.1108,overreaction
ORCL,2025-06-11,postmarket,1.35,1.636,-17.48,False,176.38,199.86,0.1331,0.0639,2.08,29147247.0,19.407929761507024,0.0266,0.0519,0.1756,up
ADBE,2025-06-12,postmarket,4.1,4.96,-17.34,False,413.68,391.68,-0.0532,0.0623,0.85,-10318510.0,9.996040606415239,-0.0295,-0.0123,-0.0764,orderly
ACN,2025-06-20,premarket,3.49,3.299,5.79,False,306.38,285.37,-0.0686,0.0501,1.37,-653064.0,25.4623,0.0354,0.0532,0.0056,overreaction
GIS,2025-06-25,premarket,0.74,0.707,4.67,False,53.41,50.68,-0.0511,0.0553,0.92,-279707.0,47.1868,0.0622,0.0134,0.0077,orderly
MU,2025-06-25,postmarket,1.73,1.589,8.87,False,127.25,126.0,-0.0098,0.0678,0.14,-8170623.0,5.9063,-0.0294,-0.0117,-0.1171,orderly
NKE,2025-06-26,postmarket,0.14,0.116,20.69,False,62.54,72.04,0.1519,0.0664,2.29,26340688.0,25.1646,0.0623,0.0029,0.0873,up
DAL,2025-07-10,premarket,2.1,2.006,4.69,False,50.7,56.78,0.1199,0.0596,2.01,1233936.0,17.5708,-0.0077,-0.0365,-0.0553,up
C,2025-07-15,premarket,1.96,1.608,21.89,False,87.5,90.72,0.0368,0.0359,1.02,-1395744.0,12.5025,0.0362,0.0414,0.0433,up
JPM,2025-07-15,premarket,4.96,4.507,10.05,False,288.7,286.55,-0.0074,0.0302,0.25,-3710538.0,11.7658,0.017,0.0366,0.0139,orderly
BAC,2025-07-16,premarket,0.89,0.861,3.37,False,46.15,46.03,-0.0026,0.031,0.08,-1828140.0,5.728,0.0458,0.0419,0.0365,orderly
GS,2025-07-16,premarket,10.91,9.425,15.76,False,702.51,708.82,0.009,0.0282,0.32,-1302444.0,9.6033,0.0123,0.0309,0.0541,up
JNJ,2025-07-16,premarket,2.77,2.656,4.29,False,155.17,164.78,0.0619,0.022,2.82,4139228.0,7.9651,0.0262,0.0151,0.0603,up
KMI,2025-07-16,postmarket,0.28,0.282,-0.71,False,27.91,27.49,-0.015,0.0253,0.6,-75163.0,22.7964,-0.0025,0.0207,-0.0298,orderly
MS,2025-07-16,premarket,2.13,1.926,10.59,False,141.59,139.79,-0.0127,0.0311,0.41,473446.0,8.2866,0.0173,0.0368,0.0624,orderly
GE,2025-07-17,premarket,1.66,1.434,15.76,False,266.18,260.28,-0.0222,0.0485,0.46,-202954.0,9.7927,0.0297,0.0415,0.0291,orderly
IBKR,2025-07-17,postmarket,0.51,0.463,10.15,False,59.43,64.05,0.0777,0.0425,1.83,2807977.0,23.1811,0.0226,-0.0069,-0.0064,up
NFLX,2025-07-17,postmarket,7.19,7.073,1.65,False,127.42,120.92,-0.051,0.0533,0.96,-30604200.0,12.7232,-0.0237,-0.0418,0.0297,orderly
PEP,2025-07-17,premarket,2.12,2.033,4.28,False,135.35,145.44,0.0745,0.0346,2.15,4775635.0,23.7608,-0.0064,-0.0517,0.0341,up
AXP,2025-07-18,premarket,4.08,3.863,5.62,False,315.35,307.95,-0.0235,0.0306,0.77,-960440.0,5.7134,0.0119,-0.0444,-0.0029,orderly
SCHW,2025-07-18,premarket,1.14,1.089,4.68,False,93.1,95.8,0.029,0.0348,0.83,-2530044.0,1.15,0.0132,-0.0028,0.0039,up
SLB,2025-07-18,premarket,0.74,0.738,0.27,False,34.67,33.32,-0.0389,0.0287,1.36,1059068.0,23.0451,0.0645,-0.0081,-0.0006,overreaction
COF,2025-07-22,postmarket,5.48,3.835,42.89,False,217.42,219.46,0.0094,0.036,0.26,-877993.0,3.5994,-0.0193,-0.03,-0.0339,up
CSGP,2025-07-22,postmarket,0.08,0.142,-43.66,False,85.16,91.0,0.0686,0.0732,0.94,180851.0,1.5417,0.0577,0.0581,-0.029,up
GM,2025-07-22,premarket,2.53,2.376,6.48,False,53.21,48.89,-0.0812,0.047,1.73,-1230138.0,14.8009,0.0659,0.0755,0.1612,overreaction
HAL,2025-07-22,premarket,0.55,0.553,-0.54,False,21.18,21.39,0.0099,0.0413,0.24,-42912.0,32.27,0.079,0.0136,-0.0136,up
KO,2025-07-22,premarket,0.87,0.833,4.44,False,70.07,69.66,-0.0059,0.0229,0.26,-512385.0,20.5934,-0.004,-0.0088,0.0149,orderly
TXN,2025-07-22,postmarket,1.41,1.319,6.9,False,214.92,186.25,-0.1334,0.0401,3.33,-7765511.0,10.76,0.0176,-0.0018,0.0776,overreaction
APH,2025-07-23,premarket,0.81,0.663,22.17,False,101.78,100.71,-0.0105,0.0689,0.15,2375654.0,24.3502,0.0475,0.0873,0.0804,orderly
BSX,2025-07-23,premarket,0.75,0.724,3.59,False,103.16,107.76,0.0446,0.0401,1.11,-3033294.0,10.1167,-0.0093,-0.0446,-0.0237,up
CMG,2025-07-23,postmarket,0.33,0.324,1.85,False,52.78,45.74,-0.1334,0.0558,2.39,2436853.0,16.3116,-0.0625,-0.0667,-0.0459,overreaction
FCX,2025-07-23,premarket,0.54,0.455,18.68,False,45.8,44.84,-0.021,0.0385,0.54,277710.0,5.5844,-0.1271,-0.1111,-0.0696,orderly
GEV,2025-07-23,premarket,1.86,1.604,15.96,False,548.99,629.03,0.1458,0.0498,2.93,4106140.0,10.4947,0.0413,0.0565,-0.0366,up
GOOGL,2025-07-23,postmarket,2.31,2.146,7.64,False,190.23,192.17,0.0102,0.0483,0.21,-13922853.0,25.5583,-0.0014,0.0226,0.0724,up
IBM,2025-07-23,postmarket,2.8,2.644,5.9,False,282.01,260.51,-0.0762,0.0528,1.44,-17114461.0,14.7674,-0.0283,-0.0397,-0.0707,overreaction
NEE,2025-07-23,premarket,1.05,1.003,4.69,False,77.54,72.82,-0.0609,0.032,1.9,-1035485.0,9.1208,-0.0251,-0.0313,0.0448,overreaction
NOW,2025-07-23,postmarket,2.2,3.535,-37.77,False,191.29,199.24,0.0416,0.0642,0.65,3101896.0,11.5766,-0.0533,-0.1226,-0.1099,up
T,2025-07-23,premarket,0.54,0.513,5.26,False,27.42,27.75,0.012,0.0378,0.32,188877.0,15.6771,-0.009,-0.0094,0.0609,up
TSLA,2025-07-23,postmarket,0.27,0.386,-30.05,False,332.56,305.3,-0.082,0.0612,1.34,-213644521.0,3.5677,0.0097,0.0556,0.1137,capitulation
BX,2025-07-24,premarket,1.21,1.095,10.5,False,171.96,178.11,0.0358,0.0292,1.23,624583.0,8.0556,-0.0289,-0.0588,-0.0427,up
DOW,2025-07-24,premarket,-0.42,-0.112,-275.0,False,30.37,25.07,-0.1745,0.0589,2.96,-616591.0,51.4037,-0.071,-0.138,0.0016,capitulation
INTC,2025-07-24,postmarket,-0.26,0.009,-2988.89,True,22.63,20.7,-0.0853,0.0672,1.27,507440.0,0.5008,-0.0671,-0.0362,0.186,other
NEM,2025-07-24,postmarket,1.43,1.063,34.52,False,61.51,65.75,0.0689,0.0435,1.58,7220142.0,11.8955,-0.0481,0.0491,0.0814,up
BA,2025-07-29,premarket,-1.24,-1.542,19.58,False,236.41,226.08,-0.0437,0.0407,1.07,-9096842.0,3.0842,-0.0054,0.0289,0.0422,overreaction
BKNG,2025-07-29,postmarket,55.4,50.587,9.51,False,5590.77,5612.91,0.004,0.039,0.1,-4095012.0,7.9773,-0.0136,-0.0294,0.007,up
GLW,2025-07-29,premarket,0.6,0.565,6.19,False,55.41,61.98,0.1186,0.046,2.58,5214781.0,10.4944,0.0192,0.0608,0.085,up
MRK,2025-07-29,premarket,2.13,2.007,6.13,False,84.06,82.63,-0.017,0.0426,0.4,-4843094.0,24.9144,-0.0223,-0.0282,0.0174,orderly
PG,2025-07-29,premarket,1.48,1.425,3.86,False,157.11,156.61,-0.0032,0.0278,0.11,8197501.0,27.7662,-0.039,-0.0097,0.0022,orderly
PYPL,2025-07-29,premarket,1.4,1.298,7.86,False,78.22,71.45,-0.0866,0.0648,1.34,-6857819.0,7.9143,-0.0507,-0.0487,-0.0252,overreaction
SBUX,2025-07-29,postmarket,0.5,0.646,-22.6,False,92.96,92.76,-0.0022,0.059,0.04,-2197505.0,18.651,-0.0406,0.0153,-0.0511,miss
UNH,2025-07-29,premarket,4.08,4.838,-15.67,False,282.12,261.07,-0.0746,0.069,1.08,21260631.0,29.2442,-0.0386,0.0019,0.164,overreaction
AEP,2025-07-30,premarket,1.43,1.232,16.07,False,109.22,113.25,0.0369,0.0326,1.13,261993.0,24.8764,0.0021,-0.0012,-0.013,up
CVNA,2025-07-30,postmarket,1.28,1.096,16.79,False,66.72,78.03,0.1695,0.1006,1.69,8828189.0,7.0732,-0.083,-0.1219,-0.0468,up
F,2025-07-30,postmarket,0.37,0.343,7.87,False,10.87,11.07,0.0184,0.0547,0.34,156620.0,11.7675,0.019,0.0334,0.0632,up
HOOD,2025-07-30,postmarket,0.42,0.31,35.48,False,106.1,103.05,-0.0287,0.0755,0.38,-1561160.0,15.9964,0.0794,0.0743,0.0095,orderly
LRCX,2025-07-30,postmarket,1.33,1.198,11.02,False,99.09,94.84,-0.0429,0.0478,0.9,-968482.0,0.8425,0.0454,0.1322,0.056,orderly
META,2025-07-30,postmarket,7.14,5.828,22.51,False,695.21,773.44,0.1125,0.0515,2.19,172400531.0,5.8086,-0.015,0.0112,-0.0449,up
MO,2025-07-30,premarket,1.44,1.366,5.42,False,59.36,61.5,0.0361,0.0271,1.33,20701.0,20.2805,0.0268,0.065,0.08,up
MSFT,2025-07-30,postmarket,3.65,3.351,8.92,False,513.24,533.5,0.0395,0.0315,1.25,-4289215.0,9.4183,-0.0237,-0.0207,-0.0503,up
QCOM,2025-07-30,postmarket,2.29,2.696,-15.06,False,159.06,146.76,-0.0773,0.0501,1.54,-2712482.0,8.8083,-0.0059,0.0772,0.0952,overreaction
AAPL,2025-07-31,postmarket,1.57,1.423,10.33,False,207.57,202.38,-0.025,0.0376,0.67,5527183.0,28.1372,0.1333,0.1443,0.1351,orderly
ABBV,2025-07-31,premarket,2.97,2.892,2.7,False,189.31,189.02,-0.0015,0.0406,0.04,1002637.0,21.6142,0.0521,0.0828,0.1131,orderly
AMZN,2025-07-31,postmarket,1.68,1.326,26.7,False,234.11,214.75,-0.0827,0.0499,1.66,-22194744.0,15.9754,0.037,0.0758,0.0493,overreaction
BMY,2025-07-31,premarket,1.46,1.072,36.19,False,45.98,43.31,-0.0581,0.0414,1.4,675497.0,31.0092,0.0473,0.1039,0.0894,overreaction
CMCSA,2025-07-31,premarket,1.25,1.169,6.93,False,32.5,33.23,0.0225,0.0434,0.52,4392951.0,19.5884,-0.0469,-0.0099,0.0223,up
COIN,2025-07-31,postmarket,0.12,1.186,-89.88,False,377.76,314.69,-0.167,0.0541,3.08,-23320985.0,22.7418,-0.0132,0.0091,-0.0354,capitulation
CVS,2025-07-31,premarket,1.81,1.466,23.47,False,62.3,62.1,-0.0032,0.062,0.05,902169.0,16.1058,0.0238,0.0746,0.1779,orderly
EIX,2025-07-31,postmarket,0.97,0.884,9.73,False,52.12,53.13,0.0194,0.0607,0.32,-480795.0,44.3451,0.012,0.0446,0.0501,up
FSLR,2025-07-31,postmarket,3.18,2.678,18.75,False,174.73,183.97,0.0529,0.0543,0.97,469505.0,17.8144,0.0037,0.0869,0.0642,up
KLAC,2025-07-31,postmarket,9.38,8.533,9.93,False,879.03,886.64,0.0087,0.0621,0.14,-602050.0,10.9111,0.0318,-0.0132,-0.0454,up
MA,2025-07-31,premarket,4.15,4.05,2.47,False,559.11,566.47,0.0132,0.0223,0.59,622831.0,19.6348,-0.0093,0.0305,0.0509,up
CVX,2025-08-01,premarket,1.77,1.698,4.24,False,151.64,151.4,-0.0016,0.0195,0.08,431919.0,16.3374,0.0238,0.034,0.0689,orderly
MRNA,2025-08-01,premarket,-2.13,-2.993,28.83,False,29.56,27.61,-0.0661,0.0873,0.76,-1201410.0,18.0972,-0.0538,0.015,-0.1237,orderly
ON,2025-08-04,premarket,0.53,0.539,-1.67,False,56.82,47.97,-0.1558,0.0888,1.75,-1084024.0,22.3405,-0.0181,0.0534,-0.0038,overreaction
PLTR,2025-08-04,postmarket,0.13,0.139,-6.47,False,160.66,173.27,0.0785,0.102,0.77,8569950.0,14.2747,0.0791,-0.0896,-0.0989,up
AMD,2025-08-05,postmarket,0.27,0.473,-42.92,False,174.31,163.12,-0.0642,0.0699,0.92,-37861320.5,15.3142,0.1306,0.0128,-0.0734,miss
ANET,2025-08-05,postmarket,0.67,0.654,2.45,False,118.12,138.78,0.1749,0.0778,2.25,9298659.0,16.4641,-0.0055,-0.0527,0.0293,up
CAT,2025-08-05,premarket,4.72,4.883,-3.34,False,433.7,434.23,0.0012,0.0363,0.03,850094.0,8.6158,-0.0496,-0.0418,-0.0323,up
DVN,2025-08-05,postmarket,0.84,0.825,1.82,False,32.31,32.45,0.0043,0.0391,0.11,484763.0,21.4187,0.0361,0.041,0.0712,up
PFE,2025-08-05,premarket,0.78,0.582,34.02,False,23.53,24.75,0.0518,0.0403,1.29,416018.0,11.0101,-0.004,0.023,-0.0085,up
SMCI,2025-08-05,postmarket,0.31,0.44,-29.55,False,57.26,46.79,-0.1829,0.1037,1.76,1949314.0,1.3321,-0.0154,-0.0893,-0.1364,capitulation
ABNB,2025-08-06,postmarket,1.03,0.928,10.99,False,130.5,120.03,-0.0802,0.0652,1.23,9417765.0,10.1599,0.0384,0.0533,0.0382,overreaction
APA,2025-08-06,postmarket,0.87,0.449,93.76,False,18.06,19.46,0.0775,0.0433,1.79,68564.0,23.9267,0.0529,0.0601,0.1439,up
APP,2025-08-06,postmarket,2.26,1.993,13.4,False,390.57,437.34,0.1197,0.1219,0.98,-9307625.0,18.8883,-0.0091,-0.0425,0.2508,up
DASH,2025-08-06,postmarket,0.65,0.424,53.3,False,258.08,270.99,0.05,0.0739,0.68,-4755888.0,12.5564,-0.0869,-0.0952,-0.0752,up
DIS,2025-08-06,premarket,1.61,1.464,9.97,False,118.32,115.17,-0.0266,0.0524,0.51,-2314254.0,9.0556,0.0128,0.0162,0.0238,orderly
FTNT,2025-08-06,postmarket,0.58,0.589,-1.53,False,96.58,75.3,-0.2203,0.0826,2.67,3349491.0,27.0991,0.0259,0.0325,0.0672,overreaction
MCD,2025-08-06,premarket,3.19,3.145,1.43,False,298.77,307.66,0.0298,0.0279,1.07,911882.0,12.7581,-0.0084,0.0176,0.0218,up
OXY,2025-08-06,postmarket,0.39,0.284,37.32,False,42.54,43.59,0.0247,0.0343,0.72,1246650.0,21.4362,0.0271,0.0223,0.0411,up
UBER,2025-08-06,premarket,0.63,0.619,1.78,False,89.39,89.22,-0.0019,0.0606,0.03,828967.0,10.3371,0.018,0.0505,0.0198,orderly
AKAM,2025-08-07,postmarket,1.1,1.545,-28.8,False,74.76,70.53,-0.0566,0.0762,0.74,188817.0,23.5402,0.0552,0.1008,0.1082,miss
BDX,2025-08-07,premarket,3.68,3.417,7.7,False,172.41,187.68,0.0886,0.0572,1.55,1133537.0,26.5629,0.039,0.0477,0.0208,up
CEG,2025-08-07,premarket,1.91,1.825,4.66,False,338.46,336.41,-0.0061,0.0561,0.11,-1544886.0,11.9516,-0.0303,-0.071,-0.1117,orderly
COP,2025-08-07,premarket,1.42,1.358,4.57,False,93.11,92.6,-0.0055,0.0261,0.21,-595004.0,14.8974,0.0329,0.0235,-0.013,orderly
DDOG,2025-08-07,premarket,0.06,0.408,-85.29,False,136.96,136.38,-0.0042,0.0729,0.06,-2191570.0,9.0983,-0.087,-0.053,0.0004,miss
LLY,2025-08-07,premarket,6.31,5.61,12.48,False,746.37,640.86,-0.1414,0.0561,2.52,-72401987.0,31.2521,0.068,0.1076,0.1526,overreaction
MCHP,2025-08-07,postmarket,0.17,0.235,-27.66,False,66.22,61.87,-0.0657,0.0674,0.97,487656.0,11.6837,0.0621,0.1175,0.0467,miss
MNST,2025-08-07,postmarket,0.52,0.482,7.88,False,60.8,64.69,0.064,0.0465,1.38,1745.0,14.5606,-0.0008,-0.0286,-0.0207,up
COHR,2025-08-13,postmarket,0.74,0.928,-20.26,False,114.01,91.65,-0.1961,0.0894,2.19,6277839.0,11.9481,-0.0551,0.0387,0.1603,capitulation
CSCO,2025-08-13,postmarket,0.81,0.973,-16.75,False,70.4,69.3,-0.0156,0.0493,0.32,-310534.0,21.2763,-0.0329,0.0019,-0.0329,orderly
AMAT,2025-08-14,postmarket,2.48,2.341,5.94,False,188.24,161.75,-0.1407,0.0466,3.02,-7854591.0,6.281,0.0045,-0.0062,0.0729,overreaction
PANW,2025-08-18,postmarket,0.42,0.885,-52.54,False,176.17,181.56,0.0306,0.069,0.44,6038156.0,17.9669,0.0147,0.0549,0.1328,up
HD,2025-08-19,premarket,4.68,4.713,-0.7,False,394.7,407.2,0.0317,0.0326,0.97,334234.0,9.7286,0.0008,0.0013,0.0252,up
MDT,2025-08-19,premarket,1.26,1.228,2.61,False,92.81,89.9,-0.0314,0.0482,0.65,-1064505.0,13.2963,0.0254,0.0261,0.0633,orderly
ADI,2025-08-20,premarket,2.05,1.926,6.44,False,230.44,244.87,0.0626,0.0501,1.25,-4061445.0,5.5557,0.0434,0.0051,0.0019,up
TGT,2025-08-20,premarket,2.05,2.09,-1.91,False,105.36,98.69,-0.0633,0.0806,0.79,-2447069.0,24.1249,-0.0074,-0.0606,-0.107,orderly
INTU,2025-08-21,postmarket,1.7,2.648,-35.8,False,697.76,662.66,-0.0503,0.0508,0.99,4524433.0,19.4274,0.0065,0.0136,0.0551,miss
CRWD,2025-08-27,postmarket,-0.02,0.831,-102.41,True,105.65,110.5,0.0459,0.0647,0.71,-1149771.0,9.9865,-0.0551,-0.0133,0.1052,up
HPQ,2025-08-27,postmarket,0.75,0.75,0.0,False,27.11,28.35,0.0457,0.0571,0.8,267562.0,13.6444,0.0349,-0.0134,-0.0515,up
NVDA,2025-08-27,postmarket,0.99,1.002,-1.2,False,181.6,180.17,-0.0079,0.0561,0.14,40823956.0,6.1213,-0.073,-0.013,0.0093,orderly
DELL,2025-08-28,postmarket,2.1,2.307,-8.97,False,134.05,122.15,-0.0888,0.066,1.34,-4216395.0,2.6399,0.007,0.0381,0.1606,overreaction
MRVL,2025-08-28,postmarket,0.5,0.67,-25.37,False,77.23,62.87,-0.186,0.0794,2.34,-1812446.0,14.267,0.0499,0.0726,0.3373,capitulation
CRM,2025-09-03,postmarket,2.27,2.774,-18.17,False,256.45,244.01,-0.0485,0.0675,0.72,-13838414.0,12.2214,0.0093,0.0011,-0.015,orderly
HPE,2025-09-03,postmarket,0.35,0.43,-18.6,False,22.82,23.16,0.0149,0.0723,0.21,-638899.0,7.7577,0.0734,0.0898,0.0548,up
AVGO,2025-09-04,postmarket,1.26,1.661,-24.14,False,306.1,334.89,0.0941,0.0473,1.99,51988695.0,5.0744,0.0746,0.03,0.0018,up
CIEN,2025-09-04,premarket,0.41,0.521,-21.31,False,94.82,116.92,0.2331,0.1099,2.12,2789279.0,24.7433,0.1333,0.1806,0.2953,up
CPRT,2025-09-04,postmarket,0.41,0.37,10.81,False,49.97,48.57,-0.028,0.068,0.41,98960.0,25.2961,-0.0035,-0.056,-0.0848,orderly
LULU,2025-09-04,postmarket,3.1,2.842,9.08,False,206.09,167.8,-0.1858,0.1035,1.79,-6245808.0,28.6699,-0.0473,0.0108,0.0377,overreaction
ORCL,2025-09-09,postmarket,1.2,1.473,-18.53,False,241.51,328.33,0.3595,0.0835,4.31,165020782.0,66.1035,-0.082,-0.0605,-0.0955,up
ADBE,2025-09-11,postmarket,4.29,5.171,-17.04,False,350.55,349.36,-0.0034,0.0909,0.04,-13406762.0,24.5415,0.0473,0.0315,-0.0287,orderly
GIS,2025-09-17,premarket,0.86,0.809,6.3,False,49.56,49.18,-0.0077,0.039,0.2,-349927.0,55.2934,0.0392,0.0309,-0.0299,orderly
MU,2025-09-23,postmarket,2.86,2.857,0.11,False,166.41,161.71,-0.0282,0.0855,0.33,3812106.0,21.4203,0.1264,0.2154,0.2783,orderly
ACN,2025-09-25,premarket,3.03,2.977,1.78,False,239.08,232.56,-0.0273,0.0642,0.43,1274025.0,45.0322,0.0507,0.0838,0.0649,orderly
COST,2025-09-25,postmarket,5.87,5.809,1.05,False,943.31,915.95,-0.029,0.0287,1.01,-29589977.0,10.3646,-0.0006,0.0154,0.0152,overreaction
CCL,2025-09-29,premarket,1.43,1.316,8.66,False,30.62,29.4,-0.0398,0.0626,0.64,-4744.0,14.0423,-0.0105,-0.0446,-0.0524,orderly
NKE,2025-09-30,postmarket,0.49,0.273,79.49,False,69.73,74.2,0.0641,0.078,0.82,1148699.0,19.4797,-0.0689,-0.0774,-0.1253,up
DAL,2025-10-09,premarket,1.71,1.517,12.72,False,57.12,59.57,0.0429,0.0586,0.73,213765.0,17.3375,0.0139,-0.0134,-0.0116,up
PEP,2025-10-09,premarket,2.29,2.266,1.06,False,138.84,144.71,0.0423,0.0315,1.34,2167260.0,34.0965,0.055,0.047,-0.0122,up
C,2025-10-14,premarket,2.24,1.914,17.03,False,96.1,99.84,0.0389,0.0409,0.95,3923681.0,25.1916,-0.0159,0.0155,0.0303,up
GS,2025-10-14,premarket,12.25,11.111,10.25,False,786.78,770.76,-0.0204,0.0371,0.55,-7825337.0,22.2339,-0.0153,0.0277,0.0885,orderly
JNJ,2025-10-14,premarket,2.8,2.774,0.94,False,190.9,190.85,-0.0003,0.0282,0.01,-1841224.0,26.8347,0.0054,-0.0205,0.0185,orderly
JPM,2025-10-14,premarket,5.07,4.83,4.97,False,307.97,302.08,-0.0191,0.0345,0.55,-74466.0,24.1473,-0.0165,0.0109,0.0607,orderly
BAC,2025-10-15,premarket,1.06,0.941,12.65,False,50.09,52.28,0.0437,0.0333,1.31,4267151.0,21.609,-0.0226,0.0057,0.0113,up
MS,2025-10-15,premarket,2.8,2.076,34.87,False,155.34,162.65,0.0471,0.0361,1.3,4634983.0,15.0803,-0.0279,0.0085,0.0182,up
IBKR,2025-10-16,postmarket,0.57,0.503,13.32,False,68.52,66.23,-0.0334,0.0507,0.66,245735.0,31.4127,0.038,0.0624,-0.0426,orderly
SCHW,2025-10-16,premarket,1.31,1.236,5.99,False,94.33,93.41,-0.0098,0.0426,0.23,-1730354.0,32.2659,0.0127,0.0107,0.0105,orderly
AXP,2025-10-17,premarket,4.14,3.964,4.44,False,323.12,346.62,0.0727,0.0339,2.15,6544453.0,19.9799,0.0316,0.0407,-0.0155,up
